分別,"fēnbié

to part or leave each other",,
分布,"fēnbù

to scatter",,
分明,"fēnmíng

clear",,
分散,"fēnsàn

to scatter",,
分數,"fēnshù

(exam) grade",,
分析,"fēnxī

to analyze",,
紛紛,"fēnfēn

one after another",,
憤怒,"fènnù

angry",,
風險,"fēngxiǎn

risk",,
否認,"fǒurèn

to declare to be untrue",,
夫妻,"fūqī

husband and wife",,
幅,"fú

width",,
符號,"fúhào

symbol",,
赴,"fù

to go",,
副,"fù

secondary",,
富裕,"fùyù

prosperous",,
婦女,"fùnǚ

woman",,
改革,"gǎigé

reform",,
乾脆,"gāncuì

straightforward",,
感到,"gǎndào

to feel",,
感激,"gǎnjī

to be grateful",,
感情,"gǎnqíng

emotion",,
感染,"gǎnrǎn

infection",,
感受,"gǎnshòu

to sense",,
幹,"gàn

tree trunk",,
港口,"gǎngkǒu

port",,
高度,"gāodù

height",,
高峰,"gāofēng

peak",,
高貴,"gāoguì

grandeur",,
高明,"gāomíng

brilliant",,
高手,"gāoshǒu

expert",,
個別,"gèbié

individual",,
根本,"gēnběn

fundamental",,
工程,"gōngchéng

engineering",,
公開,"gōngkāi

public",,
公立,"gōnglì

public (e.g. school, hospital)",,
公平,"gōngpíng

fair",,
供應,"gōngyìng

to supply",,
估計,"gūjì

to estimate",,
鼓,"gǔ

drum",,
鼓勵,"gǔlì

to encourage",,
固定,"gùdìng

to fix",,
顧問,"gùwèn

adviser",,
故鄉,"gùxiāng

home",,
官方,"guānfāng

government",,
官員,"guānyuán

official (in an organization or government)",,
關鍵,"guānjiàn

crucial point",,
關上,"guānshàng

to close (a door)",,
關於,"guānyú

pertaining to",,
觀光,"guānguāng

to tour",,
管道,"guǎndào

tubing",,
管制,"guǎnzhì

control",,
光是,"guāngshì

solely",,
光線,"guāngxiàn

light ray",,
廣大,"guǎngdà

(of an area) vast or extensive",,
廣泛,"guǎngfàn

extensive",,
廣闊,"guǎngkuò

wide",,
規定,"guīdìng

provision",,
規畫,"guīhuà

",,
規律,"guīlǜ

rule (e.g. of science)",,
滾,"gǔn

to boil",,
國際,"guójì

international",,
過程,"guòchéng

course of events",,
過度,"guòdù

excessive",,
過渡,"guòdù

to cross over (by ferry)",,
過濾,"guòlǜ

to filter",,
過期,"guòqí

to be overdue",,
過世,"guòshì

to die",,
還有,"háiyǒu

furthermore",,
含量,"hánliàng

content",,
喊,"hǎn

to yell",,
毫無,"háowú

not in the least",,
好奇,"hàoqí

inquisitive",,
合法,"héfǎ

lawful",,
合乎,"héhū

to accord with",,
合理,"hélǐ

rational",,
和平,"hépíng

peace",,
黑暗,"hēiàn

dark",,
痕跡,"hénjī

vestige",,
喉嚨,"hóulong

throat",,
呼吸,"hūxī

to breathe",,
忽略,"hūlüè

to neglect",,
忽視,"hūshì

to neglect",,
花費,"huāfèi

expense",,
化學,"huàxué

chemistry",,
懷孕,"huáiyùn

pregnant",,
壞蛋,"huàidàn

bad egg",,
歡呼,"huānhū

to cheer for",,
緩慢,"huǎnmàn

slow",,
幻想,"huànxiǎng

delusion",,
慌,"huāng

to get panicky",,
灰,"huī

ash",,
灰色,"huīsè

gray",,
回頭,"huítóu

to turn round",,
昏倒,"hūndǎo

to faint",,
昏迷,"hūnmí

to lose consciousness",,
混合,"hùnhé

to mix",,
活潑,"huópō

lively",,
火災,"huǒzāi

fire (that burns buildings etc)",,
或者,"huòzhě

or",,
獲得,"huòdé

to obtain",,
肌肉,"jīròu

muscle",,
基本上,"jīběnshàng

basically",,
基金,"jījīn

fund",,
幾乎,"jīhū

almost",,
機構,"jīgòu

mechanism",,
機票,"jīpiào

air ticket",,
即將,"jíjiāng

on the eve of",,
即使,"jíshǐ

even if",,
疾病,"jíbìng

disease",,
急忙,"jímáng

hastily",,
既然,"jìrán

since",,
技術,"jìshù

technology",,
計算,"jìsuàn

to count",,
記住,"jìzhù

to remember",,
加工,"jiāgōng

to process",,
加以,"jiāyǐ

in addition",,
駕駛,"jiàshǐ

to pilot (ship, airplane etc)",,
尖,"jiān

point (of needle)",,
尖銳,"jiānruì

sharp",,
堅定,"jiāndìng

firm",,
撿,"jiǎn

to pick up",,
檢驗,"jiǎnyàn

to inspect",,
交換,"jiāohuàn

to exchange",,
交易,"jiāoyì

(business) transaction",,
腳步,"jiǎobù

footstep",,
教學,"jiàoxué

to teach",,
接到,"jiēdào

to receive (letter etc)",,
接見,"jiējiàn

to receive sb",,
接近,"jiējìn

to approach",,
街道,"jiēdào

street",,
街頭,"jiētóu

street",,
階段,"jiēduàn

stage",,
結合,"jiéhé

to combine",,
結論,"jiélùn

conclusion",,
屆,"jiè

to arrive at (place or time)",,
金融,"jīnróng

banking",,
緊急,"jǐnjí

urgent",,
僅僅,"jǐnjǐn

barely",,
近來,"jìnlái

recently",,
盡力,"jìnlì

to strive one's hardest",,
進入,"jìnrù

to enter",,
禁止,"jìnzhǐ

to prohibit",,
精力,"jīnglì

energy",,
經濟,"jīngjì

economy",,
經歷,"jīnglì

experience",,
驚人,"jīngrén

astonishing",,
警告,"jǐnggào

to warn",,
竟然,"jìngrán

unexpectedly",,
競爭,"jìngzhēng

to compete",,
究竟,"jiùjìng

to go to the bottom of a matter",,
居民,"jūmín

resident",,
鞠躬,"júgōng

to bow",,
巨大,"jùdà

huge",,
具備,"jùbèi

to possess",,
具體,"jùtǐ

concrete",,
聚集,"jùjí

to assemble",,
劇烈,"jùliè

violent",,
卷,"juǎn

to roll (up)",,
捲,"juǎn

to roll (up)",,
決心,"juéxīn

determination",,
開除,"kāichú

to expel",,
開發,"kāifā

to exploit (a resource)",,
砍,"kǎn

to chop",,
看看,"kànkan

to take a look at",,
看來,"kànlái

apparently",,
抗議,"kàngyì

to protest",,
靠近,"kàojìn

near",,
顆,"kē

classifier for small spheres, pearls, corn grains, teeth, hearts, satellites etc",,
可笑,"kěxiào

funny",,
客戶,"kèhù

client",,
空前,"kōngqián

unprecedented",,
恐怖,"kǒngbù

terrible",,
控制,"kòngzhì

control",,
口音,"kǒuyīn

oral speech sounds (linguistics)",,
來往,"láiwǎng

to come and go",,
來源,"láiyuán

source (of information etc)",,
懶,"lǎn

lazy",,
狼,"láng

wolf",,
浪費,"làngfèi

to waste",,
撈,"lāo

to fish up",,
勞動,"láodòng

work",,
嘮叨,"láodao

to prattle",,
類似,"lèisì

similar",,
冷靜,"lěngjìng

calm",,
理由,"lǐyóu

reason",,
立即,"lìjí

immediately",,
利潤,"lìrùn

profits",,
例外,"lìwài

exception",,
聯合,"liánhé

to combine",,
聯合國,"liánhéguó

United Nations",,
連忙,"liánmáng

promptly",,
連續,"liánxù

continuous",,
臉色,"liǎnsè

complexion",,
糧食,"liángshí

foodstuff",,
倆,"liǎng

two (colloquial equivalent of 兩個|两个)",,
領袖,"lǐngxiù

leader",,
另,"lìng

other",,
另外,"lìngwài

additional",,
論文,"lùnwén

paper",,
旅行社,"lǚxíngshè

travel agency",,
忙碌,"mánglù

busy",,
矛盾,"máodùn

contradiction",,
煤,"méi

coal",,
猛,"měng

ferocious",,
夢想,"mèngxiǎng

(fig.) to dream of",,
棉,"mián

generic term for cotton or kapok",,
棉花,"miánhua

cotton",,
免得,"miǎnde

so as not to",,
勉強,"miǎnqiǎng

to do with difficulty",,
面對,"miànduì

to confront",,
面臨,"miànlín

to face sth",,
面貌,"miànmào

appearance",,
民眾,"mínzhòng

populace",,
民主,"mínzhǔ

democracy",,
名稱,"míngchēng

name (of a thing)",,
名單,"míngdān

list (of names)",,
明明,"míngmíng

obviously",,
明確,"míngquè

clear-cut",,
命令,"mìnglìng

order",,
命運,"mìngyùn

fate",,
模糊,"móhú

vague",,
模樣,"móyàng

look",,
目標,"mùbiāo

target",,
目的地,"mùdìdì

destination (location)",,
奶粉,"nǎifěn

powdered milk",,
難道,"nándào

don't tell me ...",,
難以,"nányǐ

hard to (predict, imagine etc)",,
男性,"nánxìng

the male sex",,
腦袋,"nǎodai

head",,
能源,"néngyuán

energy",,
泥,"ní

mud",,
農民,"nóngmín

peasant",,
女性,"nǚxìng

woman",,
排斥,"páichì

to reject",,
排列,"páiliè

to arrange in order",,
派,"pài

clique",,
判斷,"pànduàn

to judge",,
泡,"pào

puffed",,
批判,"pīpàn

to criticize",,
披,"pī

to drape over one's shoulders",,
疲勞,"píláo

fatigue",,
偏,"piān

to lean",,
貧窮,"pínqióng

poor",,
憑,"píng

to lean against",,
平衡,"pínghéng

balance",,
平靜,"píngjìng

tranquil",,
平均,"píngjūn

average",,
頗,"pǒ

Taiwan pr. [Po3]",,
迫切,"pòqiè

urgent",,
撲,"pū

to throw oneself at",,
普及,"pǔjí

to spread extensively",,
妻子,"qīzǐ

wife and children",,
其餘,"qíyú

the rest",,
起初,"qǐchū

originally",,
汽油,"qìyóu

gasoline",,
器材,"qìcái

equipment",,
器官,"qìguān

organ (part of body tissue)",,
氣氛,"qìfēn

atmosphere",,
氣候,"qìhòu

climate",,
氣象,"qìxiàng

meteorological feature",,
遷,"qiān

to move",,
前進,"qiánjìn

to go forward",,
前頭,"qiántou

in front",,
前往,"qiánwǎng

to leave for",,
欠,"qiàn

deficient",,
強大,"qiángdà

large",,
強烈,"qiángliè

intense",,
牆壁,"qiángbì

wall",,
悄悄,"qiǎoqiǎo

quietly",,
親戚,"qīnqī

a relative (i.e. family relation)",,
清晨,"qīngchén

early morning",,
清晰,"qīngxī

clear",,
清醒,"qīngxǐng

clear-headed",,
傾向,"qīngxiàng

trend",,
情緒,"qíngxù

mood",,
區域,"qūyù

area",,
取得,"qǔdé

to acquire",,
取消,"qǔxiāo

to cancel",,
全家,"quánjiā

whole family",,
全面,"quánmiàn

all-around",,
全體,"quántǐ

all",,
缺乏,"quēfá

to lack",,
確實,"quèshí

indeed",,
群,"qún

group",,
然而,"ránér

however",,
燃料,"ránliào

fuel",,
燃燒,"ránshāo

to ignite",,
惹,"rě

to provoke",,
熱愛,"rèài

to love ardently",,
熱烈,"rèliè

enthusiastic",,
人才,"réncái

talent",,
人工,"réngōng

artificial",,
人權,"rénquán

human rights",,
人生,"rénshēng

life (one's time on earth)",,
人體,"réntǐ

human body",,
人心,"rénxīn

popular feeling",,
人員,"rényuán

staff",,
忍不住,"rěnbùzhù

cannot help",,
忍受,"rěnshòu

to bear",,
日常,"rìcháng

daily",,
融化,"rónghuà

to melt",,
榮幸,"róngxìng

honored (to have the privilege of ...)",,
如何,"rúhé

how",,
如今,"rújīn

nowadays",,
如同,"rútóng

like",,
塞,"sāi

Serbia",,
喪失,"sàngshī

to lose",,
沙漠,"shāmò

desert",,
沙灘,"shātān

beach",,
上升,"shàngshēng

to rise",,
上述,"shàngshù

aforementioned",,
上台,"shàngtái

to rise to power (in politics)",,
上下,"shàngxià

up and down",,
稍微,"shāowéi

a little bit",,
少數,"shǎoshù

small number",,
社會,"shèhuì

society",,
設立,"shèlì

to set up",,
設置,"shèzhì

to set up",,
攝影,"shèyǐng

to take a photograph",,
伸,"shēn

to stretch",,
身分,"shēnfèn

identity",,
神經,"shénjīng

nerve",,
神奇,"shénqí

magical",,
神聖,"shénshèng

divine",,
審查,"shěnchá

to examine",,
升高,"shēnggāo

to raise",,
升級,"shēngjí

to escalate (in intensity)",,
生存,"shēngcún

to exist",,
生長,"shēngzhǎng

to grow",,
省得,"shěngde

to avoid",,
勝利,"shènglì

victory",,
失敗,"shībài

to be defeated",,
失望,"shīwàng

disappointed",,
失業,"shīyè

unemployment",,
時常,"shícháng

often",,
時期,"shíqí

period",,
時時,"shíshí

often",,
實用,"shíyòng

practical",,
實施,"shíshī

to implement",,
實現,"shíxiàn

to achieve",,
實驗,"shíyàn

experiment",,
始終,"shǐzhōng

from beginning to end",,
世紀,"shìjì

century",,
市民,"shìmín

city resident",,
市區,"shìqū

urban district",,
視野,"shìyě

field of view",,
適當,"shìdàng

suitable",,
適用,"shìyòng

to be applicable",,
是否,"shìfǒu

whether (or not)",,
事件,"shìjiàn

event",,
事物,"shìwù

thing",,
收入,"shōurù

to take in",,
手段,"shǒuduàn

method",,
手術,"shǒushù

(surgical) operation",,
首都,"shǒudū

capital (city)",,
首先,"shǒuxiān

first (of all)",,
壽命,"shòumìng

life span",,
數量,"shùliàng

amount",,
數目,"shùmù

amount",,
說服,"shuìfú

to persuade",,
順序,"shùnxù

sequence",,
私人,"sīrén

private",,
死亡,"sǐwáng

to die",,
四處,"sìchù

all over the place",,
四周,"sìzhōu

all around",,
算是,"suànshì

considered to be",,
隨著,"suízhe

along with",,
孫女,"sūnnǚ

son's daughter",,
孫子,"sūnzi

Sun Tzu, also known as Sun Wu 孫武|孙武[Sun1 Wu3] (c. 500 BC, dates of birth and death uncertain), general, strategist and philosopher of the Spring and Autumn Period (700-475 BC), believed to be the author of the “Art of War” 孫子兵法|孙子兵法[Sun1 zi3 Bing1 fa3], one of the Seven Military Classics of ancient China 武經七書|武经七书[Wu3 jing1 Qi1 shu1]",,
抬頭,"táitóu

to raise one's head",,
毯子,"tǎnzi

blanket",,
探討,"tàntǎo

to investigate",,
燙,"tàng

to scald",,
逃,"táo

to escape",,
提醒,"tíxǐng

to remind",,
體驗,"tǐyàn

to experience for oneself",,
天然,"tiānrán

natural",,
天文,"tiānwén

astronomy",,
天真,"tiānzhēn

naive",,
天主教,"tiānzhǔjiào

Catholicism",,
挑選,"tiāoxuǎn

to choose",,
調整,"tiáozhěng

to adjust",,
跳遠,"tiàoyuǎn

long jump (athletics)",,
停止,"tíngzhǐ

to stop",,
通常,"tōngcháng

regular",,
同胞,"tóngbāo

born of the same parents",,
統計,"tǒngjì

statistics",,
頭腦,"tóunǎo

brains",,
投票,"tóupiào

to vote",,
投入,"tóurù

to throw into",,
透,"tòu

to penetrate",,
透過,"tòuguò

to pass through",,
突破,"túpò

to break through",,
途徑,"tújìng

way",,
吐,"tǔ

to spit",,
團結,"tuánjié

to unite",,
推動,"tuīdòng

to push (for acceptance of a plan)",,
推廣,"tuīguǎng

to extend",,
吞,"tūn

to swallow",,
脫離,"tuōlí

to separate oneself from",,
妥善,"tuǒshàn

appropriate",,
哇,"wā

Wow!",,
歪,"wāi

askew",,
外出,"wàichū

to go out",,
外地,"wàidì

parts of the country other than where one is",,
外界,"wàijiè

the outside world",,
外頭,"wàitou

outside",,
彎,"wān

to bend",,
完整,"wánzhěng

complete",,
玩笑,"wánxiào

to joke",,
威脅,"wēixié

to threaten",,
違反,"wéifǎn

to violate (a law)",,
維護,"wéihù

to defend",,
危機,"wéijī

crisis",,
唯一,"wéiyī

only",,
委員,"wěiyuán

committee member",,
衛生,"wèishēng

health",,
衛生紙,"wèishēngzhǐ

toilet paper",,
衛星,"wèixīng

satellite",,
蚊子,"wénzi

mosquito",,
臥房,"wòfáng

bedroom",,
無論,"wúlùn

no matter what or how",,
無情,"wúqíng

pitiless",,
無數,"wúshù

countless",,
無意,"wúyì

inadvertent",,
武器,"wǔqì

weapon",,
物理,"wùlǐ

physics",,
物質,"wùzhí

matter",,
西裝,"xīzhuāng

suit",,
吸取,"xīqǔ

to absorb",,
媳婦,"xífù

daughter-in-law",,
細節,"xìjié

details",,
細菌,"xìjùn

bacterium",,
下巴,"xiàba

chin",,
下降,"xiàjiàng

to decline",,
下去,"xiàqu

to go down",,
先進,"xiānjìn

advanced (technology)",,
鮮血,"xiānxiě

blood",,
嫌,"xián

to dislike",,
顯得,"xiǎnde

to seem",,
顯然,"xiǎnrán

clear",,
顯示,"xiǎnshì

to show",,
顯著,"xiǎnzhù

outstanding",,
現場,"xiànchǎng

the scene (of a crime, accident etc)",,
羨慕,"xiànmù

to envy",,
相處,"xiāngchǔ

to be in contact (with sb)",,
相互,"xiānghù

each other",,
相似,"xiāngsì

to resemble",,
想不到,"xiǎngbudào

unexpected",,
享受,"xiǎngshòu

to enjoy",,
享有,"xiǎngyǒu

to enjoy (rights, privileges etc)",,
向來,"xiànglái

always (previously)",,
項目,"xiàngmù

item",,
消除,"xiāochú

to eliminate",,
消費,"xiāofèi

to consume",,
消滅,"xiāomiè

to put an end to",,
消失,"xiāoshī

to disappear",,
銷售,"xiāoshòu

to sell",,
小氣,"xiǎoqì

stingy",,
效率,"xiàolǜ

efficiency",,
笑容,"xiàoróng

smile",,
血管,"xiěguǎn

vein",,
血液,"xiěyè

blood",,
新郎,"xīnláng

bridegroom",,
新娘,"xīnniáng

bride",,
新興,"xīnxīng

new",,
薪水,"xīnshuǐ

salary",,
信任,"xìnrèn

to trust",,
信仰,"xìnyǎng

to believe in (a religion)",,
信用,"xìnyòng

to trust",,
行程,"xíngchéng

journey",,
行人,"xíngrén

pedestrian",,
形成,"xíngchéng

to form",,
形狀,"xíngzhuàng

form",,
修正,"xiūzhèng

to revise",,
宣布,"xuānbù

to declare",,
宣傳,"xuānchuán

to disseminate",,
選手,"xuǎnshǒu

athlete",,
學歷,"xuélì

educational background",,
學位,"xuéwèi

academic degree",,
學業,"xuéyè

studies",,
學者,"xuézhě

scholar",,
循環,"xúnhuán

to cycle",,
迅速,"xùnsù

rapid",,
壓力,"yālì

pressure",,
壓迫,"yāpò

to oppress",,
嚴格,"yángé

strict",,
嚴肅,"yánsù

solemn",,
延長,"yáncháng

to prolong",,
癌症,"áizhèng

cancer",,
掩蓋,"yǎngài

to conceal",,
搖頭,"yáotóu

to shake one's head",,
藥物,"yàowù

medicaments",,
野獸,"yěshòu

beast",,
夜晚,"yèwǎn

night",,
一一,"yīyī

one by one",,
依據,"yījù

according to",,
依然,"yīrán

still",,
醫師,"yīshī

doctor",,
醫學,"yīxué

medicine",,
一旦,"yīdàn

in case (sth happens)",,
一面,"yīmiàn

one side",,
一再,"yīzài

repeatedly",,
一致,"yīzhì

unanimous",,
移,"yí

to move",,
移民,"yímín

to immigrate",,
儀器,"yíqì

instrument",,
以便,"yǐbiàn

so that",,
以及,"yǐjí

as well as",,
一旁,"yīpáng

aside",,
意識,"yìshì

consciousness",,
意志,"yìzhì

will",,
億,"yì

100 million",,
因而,"yīnér

therefore",,
因素,"yīnsù

element",,
飲食,"yǐnshí

food and drink",,
印,"yìn

to print",,
印象,"yìnxiàng

impression",,
應當,"yīngdāng

should",,
嬰兒,"yīngér

infant",,
英雄,"yīngxióng

hero",,
贏得,"yíngdé

to win",,
影本,"yǐngběn

copy (of a document)",,
影印,"yǐngyìn

photographic reproduction",,
硬,"yìng

hard",,
應用,"yìngyòng

to use",,
勇氣,"yǒngqì

courage",,
用具,"yòngjù

appliance",,
優惠,"yōuhuì

preferential",,
郵件,"yóujiàn

mail",,
遊戲,"yóuxì

game",,
遊行,"yóuxíng

march",,
猶豫,"yóuyù

to hesitate",,
有關,"yǒuguān

to have sth to do with",,
有力,"yǒulì

powerful",,
有利,"yǒulì

advantageous",,
有些,"yǒuxiē

some",,
語氣,"yǔqì

tone",,
預報,"yùbào

forecast",,
預算,"yùsuàn

budget",,
原料,"yuánliào

raw material",,
原先,"yuánxiān

originally",,
原則,"yuánzé

principle",,
遠大,"yuǎndà

far-reaching",,
月光,"yuèguāng

moonlight",,
運輸,"yùnshū

transport",,
運用,"yùnyòng

to use",,
砸,"zá

to smash",,
災害,"zāihài

calamity",,
災難,"zāinàn

disaster",,
在乎,"zàihū

to care about",,
再度,"zàidù

once more",,
贊同,"zàntóng

to approve of",,
葬禮,"zànglǐ

burial",,
糟,"zāo

dregs",,
糟糕,"zāogāo

too bad",,
遭到,"zāodào

to suffer",,
遭受,"zāoshòu

to suffer",,
遭遇,"zāoyù

to meet with",,
早已,"zǎoyǐ

long ago",,
增長,"zēngzhǎng

to grow",,
展開,"zhǎnkāi

to unfold",,
展示,"zhǎnshì

to reveal",,
占,"zhàn

to observe",,
掌聲,"zhǎngshēng

applause",,
丈夫,"zhàngfū

husband",,
針對,"zhēnduì

to target",,
珍惜,"zhēnxí

to treasure",,
爭論,"zhēnglùn

to argue",,
整數,"zhěngshù

whole number",,
正規,"zhèngguī

regular",,
正好,"zhènghǎo

just (in time)",,
正面,"zhèngmiàn

front",,
政策,"zhèngcè

policy",,
政府,"zhèngfǔ

government",,
證據,"zhèngjù

evidence",,
證實,"zhèngshí

to confirm (sth to be true)",,
症狀,"zhèngzhuàng

symptom (of an illness)",,
之類,"zhīlèi

and so on",,
支持,"zhīchí

to be in favor of",,
支援,"zhīyuán

to provide assistance",,
直接,"zhíjiē

direct",,
直線,"zhíxiàn

straight line",,
指出,"zhǐchū

to indicate",,
指導,"zhǐdǎo

to guide",,
指示,"zhǐshì

to point out",,
指責,"zhǐzé

to criticize",,
志願,"zhìyuàn

aspiration",,
中央,"zhōngyāng

central",,
種類,"zhǒnglèi

kind",,
種族,"zhǒngzú

race",,
中毒,"zhòngdú

to be poisoned",,
重大,"zhòngdà

great",,
粥,"zhōu

congee",,
逐漸,"zhújiàn

gradually",,
主辦,"zhǔbàn

to organize",,
主持,"zhǔchí

to take charge of",,
主席,"zhǔxí

chairperson",,
住院,"zhùyuàn

to be in hospital",,
專家,"zhuānjiā

expert",,
轉變,"zhuǎnbiàn

to change",,
轉身,"zhuǎnshēn

(of a person) to turn round",,
賺,"zhuàn

to earn",,
撞,"zhuàng

to knock against",,
狀況,"zhuàngkuàng

condition",,
準確,"zhǔnquè

accurate",,
資本,"zīběn

capital (economics)",,
資金,"zījīn

funds",,
資訊,"zīxùn

information",,
子女,"zǐnǚ

children",,
字母,"zìmǔ

letter (of the alphabet)",,
自願,"zìyuàn

voluntary",,
總理,"zǒnglǐ

premier",,
走私,"zǒusī

to smuggle",,
足以,"zúyǐ

sufficient to...",,
組織,"zǔzhī

to organize",,
阻止,"zǔzhǐ

to prevent",,
鑽,"zuān

to drill",,
最少,"zuìshǎo

at least",,
尊重,"zūnzhòng

to esteem",,
左右,"zuǒyòu

left and right",,
作家,"zuòjiā

author",,
作用,"zuòyòng

to act on",,
挨,"āi

in order",,
愛滋病,"àizībìng

variant of 艾滋病[ai4 zi1 bing4]",,
安撫,"ānfǔ

to placate",,
案件,"ànjiàn

case",,
昂貴,"ángguì

expensive",,
八卦,"bāguà

the eight divinatory trigrams of the Book of Changes 易經|易经[Yi4 jing1]",,
八字,"bāzì

the character 8 or 八",,
把手,"bǎshǒu

to shake hands",,
綁,"bǎng

to tie",,
報酬,"bàochóu

reward",,
爆發,"bàofā

to break out",,
抱歉,"bàoqiàn

to be sorry",,
碑,"bēi

a monument",,
悲觀,"bēiguān

pessimistic",,
背心,"bèixīn

sleeveless garment (vest, waistcoat, singlet, tank top etc)",,
本事,"běnshì

source material",,
崩潰,"bēngkuì

to collapse",,
編輯,"biānjí

to edit",,
貶值,"biǎnzhí

to become devaluated",,
辯護,"biànhù

to speak in defense of",,
變革,"biàngé

to transform",,
變遷,"biànqiān

changes",,
必定,"bìdìng

to be bound to",,
必然,"bìrán

inevitable",,
避難,"bìnàn

refuge",,
避孕,"bìyùn

contraception",,
畢生,"bìshēng

all one's life",,
病床,"bìngchuáng

hospital bed",,
病菌,"bìngjùn

harmful bacteria",,
病情,"bìngqíng

state of an illness",,
播出,"bòchū

to broadcast",,
不得,"bùdé

must not",,
不妨,"bùfáng

there is no harm in",,
不公,"bùgōng

unjust",,
不及,"bùjí

to fall short of",,
不禁,"bùjīn

can't help (doing sth)",,
不堪,"bùkān

cannot bear",,
不免,"bùmiǎn

inevitably",,
不容,"bùróng

must not",,
不時,"bùshí

from time to time",,
不懈,"bùxiè

untiring",,
不再,"bùzài

no more",,
不致,"bùzhì

not in such a way as to",,
部落,"bùluò

tribe",,
猜測,"cāicè

to guess",,
猜想,"cāixiǎng

to guess",,
採取,"cǎiqǔ

to adopt or carry out (measures, policies, course of action)",,
殘暴,"cánbào

brutal",,
殘酷,"cánkù

cruel",,
慘重,"cǎnzhòng

disastrous",,
蒼蠅,"cāngying

housefly",,
草率,"cǎoshuài

careless",,
察覺,"chájué

to sense",,
查明,"chámíng

to investigate and find out",,
場面,"chǎngmiàn

scene",,
暢銷,"chàngxiāo

to sell well",,
車輛,"chēliàng

vehicle",,
沉重,"chénzhòng

heavy",,
成人,"chéngrén

adult",,
成效,"chéngxiào

effect",,
成員,"chéngyuán

member",,
稱號,"chēnghào

name",,
稱呼,"chēnghū

to call",,
程式,"chéngshì

form",,
誠摯,"chéngzhì

sincere",,
持平,"chípíng

to stay level (of exchange rate, market share etc)",,
持續,"chíxù

to continue",,
遲鈍,"chídùn

slow in one's reactions",,
充斥,"chōngchì

to be full of",,
衝,"chōng

thoroughfare",,
衝突,"chōngtú

conflict",,
重疊,"chóngdié

to overlap",,
崇尚,"chóngshàng

to hold up (as an model)",,
抽象,"chōuxiàng

abstract",,
出錯,"chūcuò

to make a mistake",,
出血,"chūxiě

to bleed",,
處境,"chǔjìng

situation (of a person)",,
傳遞,"chuándì

to transmit",,
傳授,"chuánshòu

to impart",,
創辦,"chuàngbàn

to establish",,
創新,"chuàngxīn

innovation",,
垂,"chuí

to hang (down)",,
慈善,"císhàn

benevolent",,
此刻,"cǐkè

this moment",,
湊巧,"còuqiǎo

fortuitously",,
促成,"cùchéng

to facilitate",,
摧毀,"cuīhuǐ

to destroy",,
催眠,"cuīmián

hypnosis",,
脆弱,"cuìruò

weak",,
打鬥,"dǎdòu

to fight",,
打量,"dǎliàng

to size sb up",,
打獵,"dǎliè

to go hunting",,
大使,"dàshǐ

ambassador",,
大洋洲,"dàyángzhōu

Oceania",,
單獨,"dāndú

alone",,
導致,"dǎozhì

to lead to",,
當代,"dāngdài

the present age",,
當局,"dāngjú

authorities",,
當前,"dāngqián

current",,
當心,"dāngxīn

to take care",,
得以,"déyǐ

able to",,
瞪,"dèng

to open (one's eyes) wide",,
地表,"dìbiǎo

the surface (of the earth)",,
地步,"dìbù

stage",,
地獄,"dìyù

hell",,
地質,"dìzhí

geology",,
典雅,"diǎnyǎ

refined",,
點子,"diǎnzi

spot",,
電工,"diàngōng

electrician",,
電力,"diànlì

electrical power",,
定義,"dìngyì

definition",,
動態,"dòngtài

movement",,
端正,"duānzhèng

upright",,
短缺,"duǎnquē

shortage",,
對照,"duìzhào

to contrast",,
多寡,"duōguǎ

number",,
多元,"duōyuán

poly-",,
墮胎,"duòtāi

to induce an abortion",,
額外,"éwài

extra",,
惡化,"èhuà

to worsen",,
惡性,"èxìng

malignant",,
惡意,"èyì

malice",,
而是,"érshì

rather",,
而言,"éryán

with regard to (preceding phrase)",,
發掘,"fājué

to excavate",,
發作,"fāzuò

to flare up",,
法官,"fǎguān

judge",,
法則,"fǎzé

law",,
翻身,"fānshēn

to turn over (when lying)",,
翻新,"fānxīn

to revamp",,
反射,"fǎnshè

to reflect",,
反之,"fǎnzhī

on the other hand...",,
妨礙,"fángài

to hinder",,
紡織,"fǎngzhī

spinning and weaving",,
非洲,"fēizhōu

Africa",,
飛快,"fēikuài

very fast",,
飛行,"fēixíng

(of planes etc) to fly",,
廢除,"fèichú

to abolish",,
肺炎,"fèiyán

pneumonia",,
分貝,"fēnbèi

decibel",,
分辨,"fēnbiàn

to distinguish",,
分化,"fēnhuà

to split apart",,
分級,"fēnjí

to rank",,
分享,"fēnxiǎng

to share (let others have some of sth good)",,
分子,"fēnzǐ

one's share of a gift price",,
粉刷,"fěnshuā

to paint",,
糞,"fèn

manure",,
風暴,"fēngbào

storm",,
風力,"fēnglì

wind force",,
風行,"fēngxíng

to become fashionable",,
豐收,"fēngshōu

bumper harvest",,
奉獻,"fèngxiàn

to offer respectfully",,
服飾,"fúshì

apparel",,
幅度,"fúdù

width",,
輻射,"fúshè

radiation",,
付款,"fùkuǎn

to pay a sum of money",,
負面,"fùmiàn

negative",,
富有,"fùyǒu

rich",,
概括,"gàiguā

to summarize",,
感性,"gǎnxìng

perception",,
崗位,"gǎngwèi

a post",,
告別,"gàobié

to leave",,
胳膊,"gēbo

arm",,
歌頌,"gēsòng

to sing the praises of",,
